n01751748,n01698640,n01755581,n01729322,n01740131,1,1
n04228054,n09193705,n04208210,n03792972,n03141823,0,1
n02106030,n02105855,n02106166,n01514668,n02096294,0,1
n04263257,n07930864,n07932039,n07920052,n03063599,1,1
n02804414,n03125729,n03131574,n04099969,n03908618,0,1
n01751748,n01744401,n01755581,n01689811,n02526121,0,0
n02346627,n02445715,n01872401,n02397096,n02396427,1,1
n02802426,n03314780,n04409515,n04118538,n07697537,0,0
n03794056,n01688243,n01694178,n01677366,n02094258,1,1
n02123394,n02085936,n02328150,n02113624,n02098413,0,1
n01917289,n09256479,n07754684,n01496331,n01950731,1,1
n02125311,n02129165,n02128925,n02127052,n02129604,1,1
n02484975,n02486261,n02487347,n02488702,n02494079,1,1
n04065272,n03769881,n03776460,n03977966,n03895866,1,1
n03496892,n04428191,n04467665,n11879895,n13133613,1,1
n02066245,n01665541,n01484850,n09472597,n04347754,1,1
n01632777,n01443537,n09472597,n02395406,n02120505,0,0
n01608432,n01614925,n01616318,n02002556,n02002724,0,1
n02971356,n03014705,n03908714,n03337140,n03179701,1,1
n03126707,n04311004,n03532672,n04366367,n03240683,1,1
n02346627,n01872401,n02490219,n02363005,n02493509,1,1
n02093256,n02099712,n02099849,n02091134,n02110958,0,0
n07742313,n07749582,n07747607,n07753113,n07768694,1,1
n03956157,n03220513,n03788195,n04311004,n04562935,1,1
n01616318,n01795545,n01608432,n01614925,n01798484,1,1
n04380533,n03179701,n03388549,n03637318,n03201208,1,1
n02114548,n02114367,n02120079,n02115641,n02134084,1,1
n02089867,n02088364,n02109525,n02113186,n02089973,0,1
n01729977,n01739381,n01740131,n01749939,n01693334,1,1
n04435653,n02843684,n03220513,n04346328,n03028079,1,1
n02280649,n02281406,n02281787,n02264363,n02276258,1,1
n03444034,n04285008,n03127747,n04037443,n03791053,1,1
n02444819,n02098286,n02093754,n02077923,n02094114,0,1
n09835506,n03891332,n04507155,n03763968,n02879718,1,1
n03478589,n04389033,n03496892,n02704792,n03763968,1,1
n04532106,n03000247,n03534580,n04429376,n02895154,1,1
n02219486,n01630670,n01945685,n01631663,n01944390,0,0
n02666196,n02791270,n03998194,n02672831,n03970156,1,1
n03527444,n04141327,n04548362,n04428191,n03709823,0,1
