n01751748,n01729322,n01737021,n01755581,n01753488,1,1
n04228054,n04208210,n09193705,n03792972,n04229816,0,1
n02106030,n02105855,n02090622,n02088094,n02105056,0,1
n07920052,n07930864,n03063599,n04263257,n07932039,0,1
n03131574,n02804414,n03125729,n03482405,n03026506,0,1
n01755581,n01751748,n01729322,n01744401,n01740131,0,0
n02346627,n01872401,n02447366,n01514859,n02445715,1,1
n04409515,n02776631,n03938244,n04116512,n07615774,0,1
n02137549,n01688243,n13133613,n01694178,n01687978,0,0
n02328150,n02085936,n02123394,n02098413,n02086079,1,1
n01917289,n09256479,n07754684,n02655020,n02526121,1,1
n02125311,n02129165,n02127052,n02128385,n02128925,1,1
n02484975,n02486261,n02493509,n02487347,n02494079,1,1
n04065272,n03776460,n03796401,n03895866,n03769881,1,1
n03496892,n04428191,n07802026,n04467665,n04465501,1,1
n02066245,n01665541,n01484850,n02077923,n02071294,1,1
n01443537,n01632777,n01514668,n07768694,n12620546,0,0
n01608432,n01824575,n01616318,n02006656,n02012849,0,1
n02971356,n04009552,n04125021,n03337140,n03179701,1,1
n03126707,n03532672,n04366367,n03933933,n04041544,1,1
n02346627,n02490219,n01872401,n02137549,n02356798,1,1
n02091244,n02091134,n02412080,n02089973,n02091831,1,1
n07742313,n07753592,n07753113,n03991062,n04254120,1,1
n03956157,n03220513,n03788195,n04346328,n03457902,1,1
n01616318,n01514859,n01829413,n01608432,n01614925,1,1
n04380533,n03637318,n03179701,n04179913,n04330267,1,1
n02114548,n02114367,n02412080,n02110185,n02134084,1,1
n02089867,n02109525,n02089973,n02088364,n02107574,0,1
n01729977,n01740131,n01739381,n01749939,n01693334,1,1
n03903868,n03220513,n04435653,n03661043,n03930313,0,1
n02280649,n02281406,n02277742,n02281787,n03991062,1,1
n03444034,n03649909,n03384352,n04037443,n02704792,1,1
n01698640,n02444819,n02095570,n01667114,n02077923,0,1
n09835506,n04371774,n03763968,n04507155,n03124170,1,1
n03478589,n04389033,n02950826,n03763968,n02704792,1,1
n04532106,n02895154,n02699494,n03000247,n04429376,1,1
n01630670,n01632777,n01631663,n01687978,n01685808,0,0
n02666196,n02672831,n04501370,n03998194,n04005630,1,1
n04548362,n03527444,n04525038,n03709823,n04026417,0,0
n01773797,n01776313,n04275548,n01773549,n06359193,1,1
n02804414,n03125729,n03131574,n04235860,n03642806,0,1
n04049303,n02795169,n03776460,n02747177,n02909870,1,1
n02006656,n02012849,n02002724,n02007558,n02002556,1,1
n02097209,n02097047,n02097130,n02093991,n02098105,1,1
n02111277,n02108551,n02106382,n02099267,n02112137,1,1
n04380533,n03950228,n03063689,n04560804,n03271574,0,1
n03393912,n03417042,n03032252,n04435653,n03272562,1,1
n02089973,n02089867,n02108089,n02088364,n02109525,1,1
n02930766,n03930630,n04037443,n04146614,n02974003,0,1
n02536864,n02927161,n04550184,n02514041,n04325704,0,0
n02268443,n01828970,n01797886,n01824575,n02268853,0,1
n01632777,n01443537,n09256479,n01914609,n01675722,1,1
n04372370,n15075141,n04447861,n02977058,n03075370,1,1
n03485794,n03026506,n03938244,n02730930,n04033995,1,1
n02443484,n02443114,n02441942,n02342885,n02442845,0,1
n02930766,n04146614,n02814533,n02974003,n03459775,1,1
n02112018,n02086079,n02112137,n02112350,n02086910,1,1
n13040303,n12998815,n13054560,n07734744,n12985857,1,1
n04367480,n02906734,n04485082,n03372029,n04228054,0,1
n03482405,n03916031,n04041544,n03666591,n03014705,1,1
n02963159,n03980874,n03594734,n04325704,n03124043,1,1
n02102973,n02099429,n02113799,n02097130,n02106382,0,0
n01910747,n01496331,n01498041,n01491361,n01484850,1,1
n01693334,n01682714,n01630670,n01687978,n01631663,1,1
n04371430,n02837789,n03710637,n04136333,n03388043,1,1
n02526121,n09256479,n02655020,n02606052,n01917289,1,1
n01871265,n02504458,n02504013,n02133161,n02397096,1,1
n04532106,n03998194,n02699494,n04127249,n03814906,1,1
n04482393,n02909870,n03623198,n03720891,n04133789,1,1
n04370456,n03617480,n03980874,n04584207,n02963159,1,1
n02536864,n02056570,n02514041,n01818515,n04367480,0,0
n02074367,n01491361,n02077923,n01484850,n01494475,1,1
n01608432,n01614925,n02018795,n02002556,n01616318,1,1
n02966193,n04371774,n04509417,n04462240,n03447447,1,1
n01795545,n01514668,n01514859,n01798484,n01797886,1,1
n02791270,n04200800,n04462240,n04081281,n04443257,1,1
n02087394,n02090379,n02109047,n02100583,n02093991,1,1
n02116738,n02109047,n02117135,n02091134,n02115913,1,1
n02091635,n02093991,n02090721,n02113799,n02095570,1,1
n02895154,n04192698,n03146219,n03443371,n02939185,1,1
n09193705,n09468604,n09246464,n09332890,n03792782,1,1
n02088094,n02111277,n02105251,n02113799,n02102973,1,1
n04200800,n02699494,n04179913,n03838899,n04296562,1,1
n01737021,n01631663,n01945685,n01641577,n01980166,1,1
n03100240,n04037443,n04285008,n02814533,n02974003,0,1
n03032252,n04081281,n02776631,n03425413,n02977058,1,1
n02483362,n02483708,n02492660,n02493509,n02493793,0,1
n04275548,n01955084,n01629819,n01775062,n01632458,0,1
n02992529,n03485407,n04074963,n04041544,n03793489,1,1
n01698640,n01677366,n01687978,n02177972,n01688243,1,1
n02114548,n02134084,n02111889,n02114367,n02104029,1,1
n02484975,n02497673,n02488702,n02500267,n02486261,0,1
n02480855,n02481823,n02410509,n02487347,n02493793,1,1
n02981792,n04147183,n03947888,n04612504,n04483307,0,1
n02487347,n02492035,n02493509,n02488291,n02489166,1,1
n03895866,n03272562,n03393912,n04310018,n04335435,1,1
n02325366,n02326432,n01883070,n02356798,n02361337,1,1
n02033041,n02027492,n02028035,n02013706,n02025239,1,1
n07745940,n07753275,n07747607,n07614500,n07749582,1,1
n02415577,n02417914,n02361337,n02412080,n02396427,1,1
n02951585,n03666591,n04447861,n04286575,n03483316,1,1
n02087394,n02109047,n02105162,n02090379,n02088466,1,1
n04485082,n02749479,n04141975,n04069434,n04548280,1,1
n04264628,n04505470,n06359193,n03085013,n02666196,0,1
n04584207,n02097658,n02094433,n02096294,n02364673,0,1
n04325704,n10148035,n03450230,n03485794,n04550184,0,0
n01770081,n01774384,n02229544,n01776313,n01773549,1,1
n02992211,n04536866,n03272010,n03337140,n03532672,1,1
n03691459,n04041544,n04392985,n02988304,n02979186,1,1
n02730930,n04133789,n02797295,n07615774,n04356056,0,0
n01983481,n01985128,n07768694,n07579787,n12144580,1,1
n07749582,n03742115,n04409515,n04376876,n02823750,0,0
n02105412,n02107312,n02107142,n02087046,n02091244,1,1
n03843555,n02841315,n03208938,n03868863,n04067472,1,1
n02088364,n02091244,n02797295,n02088238,n02110806,0,1
n07831146,n07716906,n04263257,n07717556,n07579787,1,1
n02837789,n03710637,n03770439,n03710721,n02892767,0,1
n03733281,n03065424,n03447721,n04286575,n03271574,1,1
n02977058,n04404412,n03529860,n03782006,n03032252,0,1
n03733131,n03888257,n02782093,n04136333,n04613696,1,1
